Data1_Date.ID_Date,DateTrans,SBC,TBC,SOC,TOC,Observer,Notes_Day,Analyses,Data2_Segments.ID_Segment,Data2_Segments.ID_Date,Segment,Length,DSLS,TN,SnowDepthStn,TranType,BunnyIndex,Notes_Transect,Data3_Tracks.ID_Segment,Species,LocEnter,LocExit,GroupSize,GroupType,GroupComposition,Habitat,Comments,latitude,longitude
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,2,1,OAH-2,5.00,1,1,35,Complete,,,2,Marten,7.4,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,2,1,OAH-2,5.00,1,1,35,Complete,,,2,Marten,7.6,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,2,1,OAH-2,5.00,1,1,35,Complete,,,2,Moose,8,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,2,1,OAH-2,5.00,1,1,35,Complete,,,2,Weasel,8.1,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,2,1,OAH-2,5.00,1,1,35,Complete,,,2,Moose,8.2,,2,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,2,1,OAH-2,5.00,1,1,35,Complete,,,2,Marten,9.3,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,2,1,OAH-2,5.00,1,1,35,Complete,,,2,Marten,9.8,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,3,1,OAH-3,5.00,1,1,39,Complete,,,3,Weasel,10.8,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,3,1,OAH-3,5.00,1,1,39,Complete,,,3,Lynx,11.4,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,3,1,OAH-3,5.00,1,1,39,Complete,,,3,Marten,12.4,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,3,1,OAH-3,5.00,1,1,39,Complete,,,3,Lynx,12.7,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,3,1,OAH-3,5.00,1,1,39,Complete,,,3,Lynx,14.4,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,3,1,OAH-3,5.00,1,1,39,Complete,,,3,Lynx,14.8,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,4,1,OAH-4,5.00,1,1,32,Complete,,,4,Weasel,15.9,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,4,1,OAH-4,5.00,1,1,32,Complete,,,4,Weasel,17.3,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,4,1,OAH-4,5.00,1,1,32,Complete,,,4,Lynx,18.1,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,4,1,OAH-4,5.00,1,1,32,Complete,,,4,Lynx,19.1,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,4,1,OAH-4,5.00,1,1,32,Complete,,,4,Coyote,19.4,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,4,1,OAH-4,5.00,1,1,32,Complete,,,4,Lynx,19.5,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,5,1,OAH-5,1.80,1,1,30,Complete,,,5,Lynx,20.2,,1,,,,,,
1,21-Nov-2012,Sunny,-18,Cloudy,-25,Peter Upton,not many bunny tracks anywhere,TRUE,5,1,OAH-5,1.80,1,1,30,Complete,,,5,Lynx,20.5,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Wolverine,0.6,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Marten,1.5,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Marten,2.2,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Weasel,2.3,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Weasel,2.6,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Marten,2.6,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Weasel,2.8,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Marten,2.9,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Marten,3.1,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Weasel,3.1,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Weasel,3.3,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Marten,4.4,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Weasel,4.4,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Marten,4.5,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Marten,4.7,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,7,2,OAH-1,5.00,2,2,37,Complete,,,7,Marten,4.9,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,5,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,5.3,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,5.4,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,5.7,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,6.1,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,7.6,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,8.1,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,8.3,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,8.7,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Weasel,9.1,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,9.1,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,9.3,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,9.4,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Weasel,9.4,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,8,2,OAH-2,5.00,2,2,37,Complete,,,8,Marten,9.6,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,9,2,OAH-3,5.00,2,2,41,Complete,,,9,Weasel,10,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,9,2,OAH-3,5.00,2,2,41,Complete,,,9,Marten,10.1,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,9,2,OAH-3,5.00,2,2,41,Complete,,,9,Marten,10.6,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,9,2,OAH-3,5.00,2,2,41,Complete,,,9,Lynx,10.6,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,9,2,OAH-3,5.00,2,2,41,Complete,,,9,Weasel,11.2,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,9,2,OAH-3,5.00,2,2,41,Complete,,,9,Marten,12.5,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,9,2,OAH-3,5.00,2,2,41,Complete,,,9,Lynx,13.7,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,9,2,OAH-3,5.00,2,2,41,Complete,,,9,Moose,14.6,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,10,2,OAH-4,5.00,2,2,34,Complete,,,10,Lynx,16.4,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,10,2,OAH-4,5.00,2,2,34,Complete,,,10,Moose,17.4,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,10,2,OAH-4,5.00,2,2,34,Complete,,,10,Weasel,17.6,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,10,2,OAH-4,5.00,2,2,34,Complete,,,10,Lynx,18.5,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,10,2,OAH-4,5.00,2,2,34,Complete,,,10,Coyote,19.2,,1,,,,,,
2,25-Nov-2012,Cloudy,-18,Cloudy,-23,Peter Upton,very few bunny tracks throughout track.,TRUE,11,2,OAH-5,1.80,2,2,30,Complete,,,11,Lynx,21.1,,1,,,,,,
3,19-Dec-2012,Sunny,-36,Cloudy,-32,Peter Upton,aborted after segment 2 due to wind,TRUE,12,3,OAH-1,5.00,2,2,,Complete,,,12,Wolf,1.4,,1,,,,,,
3,19-Dec-2012,Sunny,-36,Cloudy,-32,Peter Upton,aborted after segment 2 due to wind,TRUE,12,3,OAH-1,5.00,2,2,,Complete,,,12,Wolverine,2.3,,1,,,,,,
3,19-Dec-2012,Sunny,-36,Cloudy,-32,Peter Upton,aborted after segment 2 due to wind,TRUE,13,3,OAH-2,5.00,2,2,,Complete,,belive windy conditions affected the number of tracks,13,Marten,6.4,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,14,4,OAH-1,5.00,1,1,,Complete,,,14,Marten,1.2,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,14,4,OAH-1,5.00,1,1,,Complete,,,14,Marten,1.2,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,14,4,OAH-1,5.00,1,1,,Complete,,,14,Marten,2,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,14,4,OAH-1,5.00,1,1,,Complete,,,14,Weasel,2.2,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,14,4,OAH-1,5.00,1,1,,Complete,,,14,Marten,2.3,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,14,4,OAH-1,5.00,1,1,,Complete,,,14,Weasel,2.6,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,14,4,OAH-1,5.00,1,1,,Complete,,,14,Marten,2.6,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,14,4,OAH-1,5.00,1,1,,Complete,,,14,Weasel,3.1,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,14,4,OAH-1,5.00,1,1,,Complete,,,14,Weasel,3.2,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,15,4,OAH-2,5.00,1,1,,Complete,,,15,Marten,5.9,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,15,4,OAH-2,5.00,1,1,,Complete,,,15,Marten,6.2,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,15,4,OAH-2,5.00,1,1,,Complete,,,15,Marten,6.5,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,15,4,OAH-2,5.00,1,1,,Complete,,,15,Marten,6.8,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,15,4,OAH-2,5.00,1,1,,Complete,,,15,Marten,7,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,15,4,OAH-2,5.00,1,1,,Complete,,,15,Marten,7.4,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,15,4,OAH-2,5.00,1,1,,Complete,,,15,Marten,8,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,15,4,OAH-2,5.00,1,1,,Complete,,,15,Marten,8.2,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,15,4,OAH-2,5.00,1,1,,Complete,,,15,Moose,8.4,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,16,4,OAH-3,5.00,1,1,,Complete,,,16,Lynx,11,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,16,4,OAH-3,5.00,1,1,,Complete,,,16,Weasel,12.4,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,16,4,OAH-3,5.00,1,1,,Complete,,,16,Moose,12.9,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,16,4,OAH-3,5.00,1,1,,Complete,,,16,Moose,13.3,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,16,4,OAH-3,5.00,1,1,,Complete,,,16,Moose,13.5,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,16,4,OAH-3,5.00,1,1,,Complete,,,16,Weasel,14,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,16,4,OAH-3,5.00,1,1,,Complete,,,16,Weasel,14.5,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,17,4,OAH-4,5.00,1,1,,Complete,,,17,Lynx,15.3,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,17,4,OAH-4,5.00,1,1,,Complete,,,17,Lynx,15.7,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,17,4,OAH-4,5.00,1,1,,Complete,,,17,Otter,16.3,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,17,4,OAH-4,5.00,1,1,,Complete,,,17,Lynx,17,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,17,4,OAH-4,5.00,1,1,,Complete,,,17,Lynx,17.4,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,17,4,OAH-4,5.00,1,1,,Complete,,,17,Coyote,18.5,,2,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,17,4,OAH-4,5.00,1,1,,Complete,,,17,Lynx,19.9,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,18,4,OAH-5,1.80,1,1,,Complete,,,18,Otter,20,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,18,4,OAH-5,1.80,1,1,,Complete,,,18,Coyote,20.1,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,18,4,OAH-5,1.80,1,1,,Complete,,,18,Lynx,20.7,,1,,,,,,
4,05-Jan-2013,Partial,-18,Cloudy,-11,Peter Upton,a fair number of hare tracks throughout transect,TRUE,18,4,OAH-5,1.80,1,1,,Complete,,,18,Lynx,21.3,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,19,5,OAH-1,5.00,2,2,,Complete,,,19,Marten,2.2,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,19,5,OAH-1,5.00,2,2,,Complete,,,19,Weasel,2.5,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,19,5,OAH-1,5.00,2,2,,Complete,,,19,Weasel,2.6,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,19,5,OAH-1,5.00,2,2,,Complete,,,19,Wolverine,2.7,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,19,5,OAH-1,5.00,2,2,,Complete,,,19,Weasel,2.8,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,19,5,OAH-1,5.00,2,2,,Complete,,,19,Weasel,2.8,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,19,5,OAH-1,5.00,2,2,,Complete,,,19,Weasel,3,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,19,5,OAH-1,5.00,2,2,,Complete,,,19,Weasel,3.2,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,19,5,OAH-1,5.00,2,2,,Complete,,,19,Weasel,3.3,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,19,5,OAH-1,5.00,2,2,,Complete,,,19,Weasel,4.5,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,20,5,OAH-2,5.00,2,2,,Complete,,,20,Moose,5.7,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,20,5,OAH-2,5.00,2,2,,Complete,,,20,Weasel,6.2,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,20,5,OAH-2,5.00,2,2,,Complete,,,20,Marten,6.3,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,20,5,OAH-2,5.00,2,2,,Complete,,,20,Marten,6.5,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,20,5,OAH-2,5.00,2,2,,Complete,,,20,Weasel,7.1,,1,,,,,,
5,20-Jan-2013,Cloudy,-28,Cloudy,-18,Peter Upton,"bunnies spotty, mostly seen after km 17",TRUE,20,5,OAH-2,5.00,2,2,,Complete,,,20,Marten,7.5,,1,,,,,,
